codepoints	group	counted	cluster_width	code_point_sum	note
1F170+FE0F	emoji-fully-qualified	2	2	1	A button (blood type)
1F170	emoji-unqualified	1	1	1	A button (blood type)
1F18E	emoji-fully-qualified	2	2	2	AB button (blood type)
1F171+FE0F	emoji-fully-qualified	2	2	1	B button (blood type)
1F171	emoji-unqualified	1	1	1	B button (blood type)
1F191	emoji-fully-qualified	2	2	2	CL button
1F192	emoji-fully-qualified	2	2	2	COOL button
1F193	emoji-fully-qualified	2	2	2	FREE button
2139+FE0F	emoji-fully-qualified	2	2	1	information
2139	emoji-unqualified	1	1	1	information
1F194	emoji-fully-qualified	2	2	2	ID button
24C2+FE0F	emoji-fully-qualified	2	2	1	circled M
24C2	emoji-unqualified	1	1	1	circled M
1F195	emoji-fully-qualified	2	2	2	NEW button
1F196	emoji-fully-qualified	2	2	2	NG button
1F17E+FE0F	emoji-fully-qualified	2	2	1	O button (blood type)
1F17E	emoji-unqualified	1	1	1	O button (blood type)
1F197	emoji-fully-qualified	2	2	2	OK button
1F17F+FE0F	emoji-fully-qualified	2	2	1	P button
1F17F	emoji-unqualified	1	1	1	P button
1F198	emoji-fully-qualified	2	2	2	SOS button
1F199	emoji-fully-qualified	2	2	2	UP! button
1F19A	emoji-fully-qualified	2	2	2	VS button
1F201	emoji-fully-qualified	2	2	2	Japanese “here” button
1F202+FE0F	emoji-fully-qualified	2	2	2	Japanese “service charge” button
1F202	emoji-unqualified	2	2	2	Japanese “service charge” button
1F237+FE0F	emoji-fully-qualified	2	2	2	Japanese “monthly amount” button
1F237	emoji-unqualified	2	2	2	Japanese “monthly amount” button
1F236	emoji-fully-qualified	2	2	2	Japanese “not free of charge” button
1F22F	emoji-fully-qualified	2	2	2	Japanese “reserved” button
1F250	emoji-fully-qualified	2	2	2	Japanese “bargain” button
1F239	emoji-fully-qualified	2	2	2	Japanese “discount” button
1F21A	emoji-fully-qualified	2	2	2	Japanese “free of charge” button
1F232	emoji-fully-qualified	2	2	2	Japanese “prohibited” button
1F251	emoji-fully-qualified	2	2	2	Japanese “acceptable” button
1F238	emoji-fully-qualified	2	2	2	Japanese “application” button
1F234	emoji-fully-qualified	2	2	2	Japanese “passing grade” button
1F233	emoji-fully-qualified	2	2	2	Japanese “vacancy” button
3297+FE0F	emoji-fully-qualified	2	2	2	Japanese “congratulations” button
3297	emoji-unqualified	2	2	2	Japanese “congratulations” button
3299+FE0F	emoji-fully-qualified	2	2	2	Japanese “secret” button
3299	emoji-unqualified	2	2	2	Japanese “secret” button
1F23A	emoji-fully-qualified	2	2	2	Japanese “open for business” button
1F235	emoji-fully-qualified	2	2	2	Japanese “no vacancy” button
1F534	emoji-fully-qualified	2	2	2	red circle
1F7E0	emoji-fully-qualified	2	2	2	orange circle
1F7E1	emoji-fully-qualified	2	2	2	yellow circle
1F7E2	emoji-fully-qualified	2	2	2	green circle
1F535	emoji-fully-qualified	2	2	2	blue circle
1F7E3	emoji-fully-qualified	2	2	2	purple circle
1F7E4	emoji-fully-qualified	2	2	2	brown circle
26AB	emoji-fully-qualified	2	2	2	black circle
26AA	emoji-fully-qualified	2	2	2	white circle
1F7E5	emoji-fully-qualified	2	2	2	red square
1F7E7	emoji-fully-qualified	2	2	2	orange square
1F7E8	emoji-fully-qualified	2	2	2	yellow square
1F7E9	emoji-fully-qualified	2	2	2	green square
1F7E6	emoji-fully-qualified	2	2	2	blue square
1F7EA	emoji-fully-qualified	2	2	2	purple square
1F7EB	emoji-fully-qualified	2	2	2	brown square
2B1B	emoji-fully-qualified	2	2	2	black large square
2B1C	emoji-fully-qualified	2	2	2	white large square
25FC+FE0F	emoji-fully-qualified	2	2	1	black medium square
25FC	emoji-unqualified	1	1	1	black medium square
25FB+FE0F	emoji-fully-qualified	2	2	1	white medium square
25FB	emoji-unqualified	1	1	1	white medium square
25FE	emoji-fully-qualified	2	2	2	black medium-small square
25FD	emoji-fully-qualified	2	2	2	white medium-small square
25AA+FE0F	emoji-fully-qualified	2	2	1	black small square
25AA	emoji-unqualified	1	1	1	black small square
25AB+FE0F	emoji-fully-qualified	2	2	1	white small square
25AB	emoji-unqualified	1	1	1	white small square
1F536	emoji-fully-qualified	2	2	2	large orange diamond
1F537	emoji-fully-qualified	2	2	2	large blue diamond
1F538	emoji-fully-qualified	2	2	2	small orange diamond
1F539	emoji-fully-qualified	2	2	2	small blue diamond
1F53A	emoji-fully-qualified	2	2	2	red triangle pointed up
1F53B	emoji-fully-qualified	2	2	2	red triangle pointed down
1F4A0	emoji-fully-qualified	2	2	2	diamond with a dot
1F518	emoji-fully-qualified	2	2	2	radio button
1F533	emoji-fully-qualified	2	2	2	white square button
1F532	emoji-fully-qualified	2	2	2	black square button
1F3C1	emoji-fully-qualified	2	2	2	chequered flag
1F6A9	emoji-fully-qualified	2	2	2	triangular flag
1F38C	emoji-fully-qualified	2	2	2	crossed flags
1F3F4	emoji-fully-qualified	2	2	2	black flag
1F3F3+200D+1F308	emoji-unqualified	1	1	4	rainbow flag
1F3F3+200D+26A7+FE0F	emoji-unqualified	2	2	3	transgender flag
1F3F3+FE0F+200D+26A7	emoji-minimally-qualified	2	2	3	transgender flag
1F3F3+200D+26A7	emoji-unqualified	1	1	3	transgender flag
1F3F4+200D+2620+FE0F	emoji-fully-qualified	2	2	4	pirate flag
1F3F4+200D+2620	emoji-minimally-qualified	2	2	4	pirate flag
1F1E6+1F1E8	emoji-fully-qualified	2	2	2	flag: Ascension Island
1F1E6+1F1E9	emoji-fully-qualified	2	2	2	flag: Andorra
1F1E6+1F1EA	emoji-fully-qualified	2	2	2	flag: United Arab Emirates
1F1E6+1F1EB	emoji-fully-qualified	2	2	2	flag: Afghanistan
1F1E6+1F1EC	emoji-fully-qualified	2	2	2	flag: Antigua & Barbuda
1F1E6+1F1EE	emoji-fully-qualified	2	2	2	flag: Anguilla
1F1E6+1F1F1	emoji-fully-qualified	2	2	2	flag: Albania
1F1E6+1F1F2	emoji-fully-qualified	2	2	2	flag: Armenia
1F1E6+1F1F4	emoji-fully-qualified	2	2	2	flag: Angola
1F1E6+1F1F6	emoji-fully-qualified	2	2	2	flag: Antarctica
1F1E6+1F1F7	emoji-fully-qualified	2	2	2	flag: Argentina
1F1E6+1F1F8	emoji-fully-qualified	2	2	2	flag: American Samoa
1F1E6+1F1F9	emoji-fully-qualified	2	2	2	flag: Austria
1F1E6+1F1FA	emoji-fully-qualified	2	2	2	flag: Australia
1F1E6+1F1FC	emoji-fully-qualified	2	2	2	flag: Aruba
1F1E6+1F1FD	emoji-fully-qualified	2	2	2	flag: Åland Islands
1F1E6+1F1FF	emoji-fully-qualified	2	2	2	flag: Azerbaijan
1F1E7+1F1E6	emoji-fully-qualified	2	2	2	flag: Bosnia & Herzegovina
1F1E7+1F1E7	emoji-fully-qualified	2	2	2	flag: Barbados
1F1E7+1F1E9	emoji-fully-qualified	2	2	2	flag: Bangladesh
1F1E7+1F1EA	emoji-fully-qualified	2	2	2	flag: Belgium
1F1E7+1F1EB	emoji-fully-qualified	2	2	2	flag: Burkina Faso
1F1E7+1F1EC	emoji-fully-qualified	2	2	2	flag: Bulgaria
1F1E7+1F1ED	emoji-fully-qualified	2	2	2	flag: Bahrain
1F1E7+1F1EE	emoji-fully-qualified	2	2	2	flag: Burundi
1F1E7+1F1EF	emoji-fully-qualified	2	2	2	flag: Benin
1F1E7+1F1F1	emoji-fully-qualified	2	2	2	flag: St. Barthélemy
1F1E7+1F1F2	emoji-fully-qualified	2	2	2	flag: Bermuda
1F1E7+1F1F3	emoji-fully-qualified	2	2	2	flag: Brunei
1F1E7+1F1F4	emoji-fully-qualified	2	2	2	flag: Bolivia
1F1E7+1F1F6	emoji-fully-qualified	2	2	2	flag: Caribbean Netherlands
1F1E7+1F1F7	emoji-fully-qualified	2	2	2	flag: Brazil
1F1E7+1F1F8	emoji-fully-qualified	2	2	2	flag: Bahamas
1F1E7+1F1F9	emoji-fully-qualified	2	2	2	flag: Bhutan
1F1E7+1F1FB	emoji-fully-qualified	2	2	2	flag: Bouvet Island
1F1E7+1F1FC	emoji-fully-qualified	2	2	2	flag: Botswana
1F1E7+1F1FE	emoji-fully-qualified	2	2	2	flag: Belarus
1F1E7+1F1FF	emoji-fully-qualified	2	2	2	flag: Belize
1F1E8+1F1E6	emoji-fully-qualified	2	2	2	flag: Canada
1F1E8+1F1E8	emoji-fully-qualified	2	2	2	flag: Cocos (Keeling) Islands
1F1E8+1F1E9	emoji-fully-qualified	2	2	2	flag: Congo - Kinshasa
1F1E8+1F1EB	emoji-fully-qualified	2	2	2	flag: Central African Republic
1F1E8+1F1EC	emoji-fully-qualified	2	2	2	flag: Congo - Brazzaville
1F1E8+1F1ED	emoji-fully-qualified	2	2	2	flag: Switzerland
1F1E8+1F1EE	emoji-fully-qualified	2	2	2	flag: Côte d’Ivoire
1F1E8+1F1F0	emoji-fully-qualified	2	2	2	flag: Cook Islands
1F1E8+1F1F1	emoji-fully-qualified	2	2	2	flag: Chile
1F1E8+1F1F2	emoji-fully-qualified	2	2	2	flag: Cameroon
1F1E8+1F1F3	emoji-fully-qualified	2	2	2	flag: China
1F1E8+1F1F4	emoji-fully-qualified	2	2	2	flag: Colombia
1F1E8+1F1F5	emoji-fully-qualified	2	2	2	flag: Clipperton Island
1F1E8+1F1F6	emoji-fully-qualified	2	2	2	flag: Sark
1F1E8+1F1F7	emoji-fully-qualified	2	2	2	flag: Costa Rica
1F1E8+1F1FA	emoji-fully-qualified	2	2	2	flag: Cuba
1F1E8+1F1FB	emoji-fully-qualified	2	2	2	flag: Cape Verde
1F1E8+1F1FC	emoji-fully-qualified	2	2	2	flag: Curaçao
1F1E8+1F1FD	emoji-fully-qualified	2	2	2	flag: Christmas Island
1F1E8+1F1FE	emoji-fully-qualified	2	2	2	flag: Cyprus
1F1E8+1F1FF	emoji-fully-qualified	2	2	2	flag: Czechia
1F1E9+1F1EA	emoji-fully-qualified	2	2	2	flag: Germany
1F1E9+1F1EC	emoji-fully-qualified	2	2	2	flag: Diego Garcia
1F1E9+1F1EF	emoji-fully-qualified	2	2	2	flag: Djibouti
1F1E9+1F1F0	emoji-fully-qualified	2	2	2	flag: Denmark
1F1E9+1F1F2	emoji-fully-qualified	2	2	2	flag: Dominica
1F1E9+1F1F4	emoji-fully-qualified	2	2	2	flag: Dominican Republic
1F1E9+1F1FF	emoji-fully-qualified	2	2	2	flag: Algeria
1F1EA+1F1E6	emoji-fully-qualified	2	2	2	flag: Ceuta & Melilla
1F1EA+1F1E8	emoji-fully-qualified	2	2	2	flag: Ecuador
1F1EA+1F1EA	emoji-fully-qualified	2	2	2	flag: Estonia
1F1EA+1F1EC	emoji-fully-qualified	2	2	2	flag: Egypt
1F1EA+1F1ED	emoji-fully-qualified	2	2	2	flag: Western Sahara
1F1EA+1F1F7	emoji-fully-qualified	2	2	2	flag: Eritrea
1F1EA+1F1F8	emoji-fully-qualified	2	2	2	flag: Spain
1F1EA+1F1F9	emoji-fully-qualified	2	2	2	flag: Ethiopia
1F1EA+1F1FA	emoji-fully-qualified	2	2	2	flag: European Union
1F1EB+1F1EE	emoji-fully-qualified	2	2	2	flag: Finland
1F1EB+1F1EF	emoji-fully-qualified	2	2	2	flag: Fiji
1F1EB+1F1F0	emoji-fully-qualified	2	2	2	flag: Falkland Islands
1F1EB+1F1F2	emoji-fully-qualified	2	2	2	flag: Micronesia
1F1EB+1F1F4	emoji-fully-qualified	2	2	2	flag: Faroe Islands
1F1EB+1F1F7	emoji-fully-qualified	2	2	2	flag: France
1F1EC+1F1E6	emoji-fully-qualified	2	2	2	flag: Gabon
1F1EC+1F1E7	emoji-fully-qualified	2	2	2	flag: United Kingdom
1F1EC+1F1E9	emoji-fully-qualified	2	2	2	flag: Grenada
1F1EC+1F1EA	emoji-fully-qualified	2	2	2	flag: Georgia
1F1EC+1F1EB	emoji-fully-qualified	2	2	2	flag: French Guiana
1F1EC+1F1EC	emoji-fully-qualified	2	2	2	flag: Guernsey
1F1EC+1F1ED	emoji-fully-qualified	2	2	2	flag: Ghana
1F1EC+1F1EE	emoji-fully-qualified	2	2	2	flag: Gibraltar
1F1EC+1F1F1	emoji-fully-qualified	2	2	2	flag: Greenland
1F1EC+1F1F2	emoji-fully-qualified	2	2	2	flag: Gambia
1F1EC+1F1F3	emoji-fully-qualified	2	2	2	flag: Guinea
1F1EC+1F1F5	emoji-fully-qualified	2	2	2	flag: Guadeloupe
1F1EC+1F1F6	emoji-fully-qualified	2	2	2	flag: Equatorial Guinea
1F1EC+1F1F7	emoji-fully-qualified	2	2	2	flag: Greece
1F1EC+1F1F8	emoji-fully-qualified	2	2	2	flag: South Georgia & South Sandwich Islands
1F1EC+1F1F9	emoji-fully-qualified	2	2	2	flag: Guatemala
1F1EC+1F1FA	emoji-fully-qualified	2	2	2	flag: Guam
1F1EC+1F1FC	emoji-fully-qualified	2	2	2	flag: Guinea-Bissau
1F1EC+1F1FE	emoji-fully-qualified	2	2	2	flag: Guyana
1F1ED+1F1F0	emoji-fully-qualified	2	2	2	flag: Hong Kong SAR China
1F1ED+1F1F2	emoji-fully-qualified	2	2	2	flag: Heard & McDonald Islands
1F1ED+1F1F3	emoji-fully-qualified	2	2	2	flag: Honduras
1F1ED+1F1F7	emoji-fully-qualified	2	2	2	flag: Croatia
1F1ED+1F1F9	emoji-fully-qualified	2	2	2	flag: Haiti
1F1ED+1F1FA	emoji-fully-qualified	2	2	2	flag: Hungary
1F1EE+1F1E8	emoji-fully-qualified	2	2	2	flag: Canary Islands
1F1EE+1F1E9	emoji-fully-qualified	2	2	2	flag: Indonesia
1F1EE+1F1EA	emoji-fully-qualified	2	2	2	flag: Ireland
1F1EE+1F1F1	emoji-fully-qualified	2	2	2	flag: Israel
1F1EE+1F1F2	emoji-fully-qualified	2	2	2	flag: Isle of Man
1F1EE+1F1F3	emoji-fully-qualified	2	2	2	flag: India
1F1EE+1F1F4	emoji-fully-qualified	2	2	2	flag: British Indian Ocean Territory
1F1EE+1F1F6	emoji-fully-qualified	2	2	2	flag: Iraq
1F1EE+1F1F7	emoji-fully-qualified	2	2	2	flag: Iran
1F1EE+1F1F8	emoji-fully-qualified	2	2	2	flag: Iceland
1F1EE+1F1F9	emoji-fully-qualified	2	2	2	flag: Italy
1F1EF+1F1EA	emoji-fully-qualified	2	2	2	flag: Jersey
1F1EF+1F1F2	emoji-fully-qualified	2	2	2	flag: Jamaica
1F1EF+1F1F4	emoji-fully-qualified	2	2	2	flag: Jordan
1F1EF+1F1F5	emoji-fully-qualified	2	2	2	flag: Japan
1F1F0+1F1EA	emoji-fully-qualified	2	2	2	flag: Kenya
1F1F0+1F1EC	emoji-fully-qualified	2	2	2	flag: Kyrgyzstan
1F1F0+1F1ED	emoji-fully-qualified	2	2	2	flag: Cambodia
1F1F0+1F1EE	emoji-fully-qualified	2	2	2	flag: Kiribati
1F1F0+1F1F2	emoji-fully-qualified	2	2	2	flag: Comoros
1F1F0+1F1F3	emoji-fully-qualified	2	2	2	flag: St. Kitts & Nevis
1F1F0+1F1F5	emoji-fully-qualified	2	2	2	flag: North Korea
1F1F0+1F1F7	emoji-fully-qualified	2	2	2	flag: South Korea
1F1F0+1F1FC	emoji-fully-qualified	2	2	2	flag: Kuwait
1F1F0+1F1FE	emoji-fully-qualified	2	2	2	flag: Cayman Islands
1F1F0+1F1FF	emoji-fully-qualified	2	2	2	flag: Kazakhstan
1F1F1+1F1E6	emoji-fully-qualified	2	2	2	flag: Laos
1F1F1+1F1E7	emoji-fully-qualified	2	2	2	flag: Lebanon
1F1F1+1F1E8	emoji-fully-qualified	2	2	2	flag: St. Lucia
1F1F1+1F1EE	emoji-fully-qualified	2	2	2	flag: Liechtenstein
1F1F1+1F1F0	emoji-fully-qualified	2	2	2	flag: Sri Lanka
1F1F1+1F1F7	emoji-fully-qualified	2	2	2	flag: Liberia
1F1F1+1F1F8	emoji-fully-qualified	2	2	2	flag: Lesotho
1F1F1+1F1F9	emoji-fully-qualified	2	2	2	flag: Lithuania
1F1F1+1F1FA	emoji-fully-qualified	2	2	2	flag: Luxembourg
1F1F1+1F1FB	emoji-fully-qualified	2	2	2	flag: Latvia
1F1F1+1F1FE	emoji-fully-qualified	2	2	2	flag: Libya
1F1F2+1F1E6	emoji-fully-qualified	2	2	2	flag: Morocco
1F1F2+1F1E8	emoji-fully-qualified	2	2	2	flag: Monaco
1F1F2+1F1E9	emoji-fully-qualified	2	2	2	flag: Moldova
1F1F2+1F1EA	emoji-fully-qualified	2	2	2	flag: Montenegro
1F1F2+1F1EB	emoji-fully-qualified	2	2	2	flag: St. Martin
1F1F2+1F1EC	emoji-fully-qualified	2	2	2	flag: Madagascar
1F1F2+1F1ED	emoji-fully-qualified	2	2	2	flag: Marshall Islands
1F1F2+1F1F0	emoji-fully-qualified	2	2	2	flag: North Macedonia
1F1F2+1F1F1	emoji-fully-qualified	2	2	2	flag: Mali
1F1F2+1F1F2	emoji-fully-qualified	2	2	2	flag: Myanmar (Burma)
1F1F2+1F1F3	emoji-fully-qualified	2	2	2	flag: Mongolia
1F1F2+1F1F4	emoji-fully-qualified	2	2	2	flag: Macao SAR China
1F1F2+1F1F5	emoji-fully-qualified	2	2	2	flag: Northern Mariana Islands
1F1F2+1F1F6	emoji-fully-qualified	2	2	2	flag: Martinique
1F1F2+1F1F7	emoji-fully-qualified	2	2	2	flag: Mauritania
1F1F2+1F1F8	emoji-fully-qualified	2	2	2	flag: Montserrat
1F1F2+1F1F9	emoji-fully-qualified	2	2	2	flag: Malta
1F1F2+1F1FA	emoji-fully-qualified	2	2	2	flag: Mauritius
1F1F2+1F1FB	emoji-fully-qualified	2	2	2	flag: Maldives
1F1F2+1F1FC	emoji-fully-qualified	2	2	2	flag: Malawi
1F1F2+1F1FD	emoji-fully-qualified	2	2	2	flag: Mexico
1F1F2+1F1FE	emoji-fully-qualified	2	2	2	flag: Malaysia
1F1F2+1F1FF	emoji-fully-qualified	2	2	2	flag: Mozambique
1F1F3+1F1E6	emoji-fully-qualified	2	2	2	flag: Namibia
1F1F3+1F1E8	emoji-fully-qualified	2	2	2	flag: New Caledonia
1F1F3+1F1EA	emoji-fully-qualified	2	2	2	flag: Niger
1F1F3+1F1EB	emoji-fully-qualified	2	2	2	flag: Norfolk Island
1F1F3+1F1EC	emoji-fully-qualified	2	2	2	flag: Nigeria
1F1F3+1F1EE	emoji-fully-qualified	2	2	2	flag: Nicaragua
1F1F3+1F1F1	emoji-fully-qualified	2	2	2	flag: Netherlands
1F1F3+1F1F4	emoji-fully-qualified	2	2	2	flag: Norway
1F1F3+1F1F5	emoji-fully-qualified	2	2	2	flag: Nepal
1F1F3+1F1F7	emoji-fully-qualified	2	2	2	flag: Nauru
1F1F3+1F1FA	emoji-fully-qualified	2	2	2	flag: Niue
1F1F3+1F1FF	emoji-fully-qualified	2	2	2	flag: New Zealand
1F1F4+1F1F2	emoji-fully-qualified	2	2	2	flag: Oman
1F1F5+1F1E6	emoji-fully-qualified	2	2	2	flag: Panama
