# unicode=16.0.0 clusters=5274
codepoints	group	note
1FA86	emoji-fully-qualified	nesting dolls
2660+FE0F	emoji-fully-qualified	spade suit
2660	emoji-unqualified	spade suit
2665+FE0F	emoji-fully-qualified	heart suit
2665	emoji-unqualified	heart suit
2666+FE0F	emoji-fully-qualified	diamond suit
2666	emoji-unqualified	diamond suit
2663+FE0F	emoji-fully-qualified	club suit
2663	emoji-unqualified	club suit
265F+FE0F	emoji-fully-qualified	chess pawn
265F	emoji-unqualified	chess pawn
1F0CF	emoji-fully-qualified	joker
1F004	emoji-fully-qualified	mahjong red dragon
1F3B4	emoji-fully-qualified	flower playing cards
1F3AD	emoji-fully-qualified	performing arts
1F5BC+FE0F	emoji-fully-qualified	framed picture
1F5BC	emoji-unqualified	framed picture
1F3A8	emoji-fully-qualified	artist palette
1F9F5	emoji-fully-qualified	thread
1FAA1	emoji-fully-qualified	sewing needle
1F9F6	emoji-fully-qualified	yarn
1FAA2	emoji-fully-qualified	knot
1F453	emoji-fully-qualified	glasses
1F576+FE0F	emoji-fully-qualified	sunglasses
1F576	emoji-unqualified	sunglasses
1F97D	emoji-fully-qualified	goggles
1F97C	emoji-fully-qualified	lab coat
1F9BA	emoji-fully-qualified	safety vest
1F454	emoji-fully-qualified	necktie
1F455	emoji-fully-qualified	t-shirt
1F456	emoji-fully-qualified	jeans
1F9E3	emoji-fully-qualified	scarf
1F9E4	emoji-fully-qualified	gloves
1F9E5	emoji-fully-qualified	coat
1F9E6	emoji-fully-qualified	socks
1F457	emoji-fully-qualified	dress
1F458	emoji-fully-qualified	kimono
1F97B	emoji-fully-qualified	sari
1FA71	emoji-fully-qualified	one-piece swimsuit
1FA72	emoji-fully-qualified	briefs
1FA73	emoji-fully-qualified	shorts
1F459	emoji-fully-qualified	bikini
1F45A	emoji-fully-qualified	woman’s clothes
1FAAD	emoji-fully-qualified	folding hand fan
1F45B	emoji-fully-qualified	purse
1F45C	emoji-fully-qualified	handbag
1F45D	emoji-fully-qualified	clutch bag
1F6CD+FE0F	emoji-fully-qualified	shopping bags
1F6CD	emoji-unqualified	shopping bags
1F392	emoji-fully-qualified	backpack
1FA74	emoji-fully-qualified	thong sandal
1F45E	emoji-fully-qualified	man’s shoe
1F45F	emoji-fully-qualified	running shoe
1F97E	emoji-fully-qualified	hiking boot
1F97F	emoji-fully-qualified	flat shoe
1F460	emoji-fully-qualified	high-heeled shoe
1F461	emoji-fully-qualified	woman’s sandal
1FA70	emoji-fully-qualified	ballet shoes
1F462	emoji-fully-qualified	woman’s boot
1FAAE	emoji-fully-qualified	hair pick
1F451	emoji-fully-qualified	crown
1F452	emoji-fully-qualified	woman’s hat
1F3A9	emoji-fully-qualified	top hat
1F393	emoji-fully-qualified	graduation cap
1F9E2	emoji-fully-qualified	billed cap
1FA96	emoji-fully-qualified	military helmet
26D1+FE0F	emoji-fully-qualified	rescue worker’s helmet
26D1	emoji-unqualified	rescue worker’s helmet
1F4FF	emoji-fully-qualified	prayer beads
1F484	emoji-fully-qualified	lipstick
1F48D	emoji-fully-qualified	ring
1F48E	emoji-fully-qualified	gem stone
1F507	emoji-fully-qualified	muted speaker
1F508	emoji-fully-qualified	speaker low volume
1F509	emoji-fully-qualified	speaker medium volume
1F50A	emoji-fully-qualified	speaker high volume
1F4E2	emoji-fully-qualified	loudspeaker
1F4E3	emoji-fully-qualified	megaphone
1F4EF	emoji-fully-qualified	postal horn
1F514	emoji-fully-qualified	bell
1F515	emoji-fully-qualified	bell with slash
1F3BC	emoji-fully-qualified	musical score
1F3B5	emoji-fully-qualified	musical note
1F3B6	emoji-fully-qualified	musical notes
1F399+FE0F	emoji-fully-qualified	studio microphone
1F399	emoji-unqualified	studio microphone
1F39A+FE0F	emoji-fully-qualified	level slider
1F39A	emoji-unqualified	level slider
1F39B+FE0F	emoji-fully-qualified	control knobs
1F39B	emoji-unqualified	control knobs
1F3A4	emoji-fully-qualified	microphone
1F3A7	emoji-fully-qualified	headphone
1F4FB	emoji-fully-qualified	radio
1F3B7	emoji-fully-qualified	saxophone
1FA97	emoji-fully-qualified	accordion
1F3B8	emoji-fully-qualified	guitar
1F3B9	emoji-fully-qualified	musical keyboard
1F3BA	emoji-fully-qualified	trumpet
1F3BB	emoji-fully-qualified	violin
1FA95	emoji-fully-qualified	banjo
1F941	emoji-fully-qualified	drum
1FA98	emoji-fully-qualified	long drum
1FA87	emoji-fully-qualified	maracas
1FA88	emoji-fully-qualified	flute
1FA89	emoji-fully-qualified	harp
1F4F1	emoji-fully-qualified	mobile phone
1F4F2	emoji-fully-qualified	mobile phone with arrow
260E+FE0F	emoji-fully-qualified	telephone
260E	emoji-unqualified	telephone
1F4DE	emoji-fully-qualified	telephone receiver
1F4DF	emoji-fully-qualified	pager
1F4E0	emoji-fully-qualified	fax machine
1F50B	emoji-fully-qualified	battery
1FAAB	emoji-fully-qualified	low battery
1F50C	emoji-fully-qualified	electric plug
1F4BB	emoji-fully-qualified	laptop
1F5A5+FE0F	emoji-fully-qualified	desktop computer
1F5A5	emoji-unqualified	desktop computer
1F5A8+FE0F	emoji-fully-qualified	printer
1F5A8	emoji-unqualified	printer
2328+FE0F	emoji-fully-qualified	keyboard
2328	emoji-unqualified	keyboard
1F5B1+FE0F	emoji-fully-qualified	computer mouse
1F5B1	emoji-unqualified	computer mouse
1F5B2+FE0F	emoji-fully-qualified	trackball
1F5B2	emoji-unqualified	trackball
1F4BD	emoji-fully-qualified	computer disk
1F4BE	emoji-fully-qualified	floppy disk
1F4BF	emoji-fully-qualified	optical disk
1F4C0	emoji-fully-qualified	dvd
1F9EE	emoji-fully-qualified	abacus
1F3A5	emoji-fully-qualified	movie camera
1F39E+FE0F	emoji-fully-qualified	film frames
1F39E	emoji-unqualified	film frames
1F4FD+FE0F	emoji-fully-qualified	film projector
1F4FD	emoji-unqualified	film projector
1F3AC	emoji-fully-qualified	clapper board
1F4FA	emoji-fully-qualified	television
1F4F7	emoji-fully-qualified	camera
1F4F8	emoji-fully-qualified	camera with flash
1F4F9	emoji-fully-qualified	video camera
1F4FC	emoji-fully-qualified	videocassette
1F50D	emoji-fully-qualified	magnifying glass tilted left
1F50E	emoji-fully-qualified	magnifying glass tilted right
1F56F+FE0F	emoji-fully-qualified	candle
1F56F	emoji-unqualified	candle
1F4A1	emoji-fully-qualified	light bulb
1F526	emoji-fully-qualified	flashlight
1F3EE	emoji-fully-qualified	red paper lantern
1FA94	emoji-fully-qualified	diya lamp
1F4D4	emoji-fully-qualified	notebook with decorative cover
1F4D5	emoji-fully-qualified	closed book
1F4D6	emoji-fully-qualified	open book
1F4D7	emoji-fully-qualified	green book
1F4D8	emoji-fully-qualified	blue book
1F4D9	emoji-fully-qualified	orange book
1F4DA	emoji-fully-qualified	books
1F4D3	emoji-fully-qualified	notebook
1F4D2	emoji-fully-qualified	ledger
1F4C3	emoji-fully-qualified	page with curl
1F4DC	emoji-fully-qualified	scroll
1F4C4	emoji-fully-qualified	page facing up
1F4F0	emoji-fully-qualified	newspaper
1F5DE+FE0F	emoji-fully-qualified	rolled-up newspaper
1F5DE	emoji-unqualified	rolled-up newspaper
1F4D1	emoji-fully-qualified	bookmark tabs
1F516	emoji-fully-qualified	bookmark
1F3F7+FE0F	emoji-fully-qualified	label
1F3F7	emoji-unqualified	label
1F4B0	emoji-fully-qualified	money bag
1FA99	emoji-fully-qualified	coin
1F4B4	emoji-fully-qualified	yen banknote
1F4B5	emoji-fully-qualified	dollar banknote
1F4B6	emoji-fully-qualified	euro banknote
1F4B7	emoji-fully-qualified	pound banknote
1F4B8	emoji-fully-qualified	money with wings
1F4B3	emoji-fully-qualified	credit card
1F9FE	emoji-fully-qualified	receipt
1F4B9	emoji-fully-qualified	chart increasing with yen
2709+FE0F	emoji-fully-qualified	envelope
2709	emoji-unqualified	envelope
1F4E7	emoji-fully-qualified	e-mail
1F4E8	emoji-fully-qualified	incoming envelope
1F4E9	emoji-fully-qualified	envelope with arrow
1F4E4	emoji-fully-qualified	outbox tray
1F4E5	emoji-fully-qualified	inbox tray
1F4E6	emoji-fully-qualified	package
1F4EB	emoji-fully-qualified	closed mailbox with raised flag
1F4EA	emoji-fully-qualified	closed mailbox with lowered flag
1F4EC	emoji-fully-qualified	open mailbox with raised flag
1F4ED	emoji-fully-qualified	open mailbox with lowered flag
1F4EE	emoji-fully-qualified	postbox
1F5F3+FE0F	emoji-fully-qualified	ballot box with ballot
1F5F3	emoji-unqualified	ballot box with ballot
270F+FE0F	emoji-fully-qualified	pencil
270F	emoji-unqualified	pencil
2712+FE0F	emoji-fully-qualified	black nib
2712	emoji-unqualified	black nib
1F58B+FE0F	emoji-fully-qualified	fountain pen
1F58B	emoji-unqualified	fountain pen
1F58A+FE0F	emoji-fully-qualified	pen
1F58A	emoji-unqualified	pen
1F58C+FE0F	emoji-fully-qualified	paintbrush
1F58C	emoji-unqualified	paintbrush
1F58D+FE0F	emoji-fully-qualified	crayon
1F58D	emoji-unqualified	crayon
1F4DD	emoji-fully-qualified	memo
1F4BC	emoji-fully-qualified	briefcase
1F4C1	emoji-fully-qualified	file folder
1F4C2	emoji-fully-qualified	open file folder
1F5C2+FE0F	emoji-fully-qualified	card index dividers
1F5C2	emoji-unqualified	card index dividers
1F4C5	emoji-fully-qualified	calendar
1F4C6	emoji-fully-qualified	tear-off calendar
1F5D2+FE0F	emoji-fully-qualified	spiral notepad
1F5D2	emoji-unqualified	spiral notepad
1F5D3+FE0F	emoji-fully-qualified	spiral calendar
1F5D3	emoji-unqualified	spiral calendar
1F4C7	emoji-fully-qualified	card index
1F4C8	emoji-fully-qualified	chart increasing
1F4C9	emoji-fully-qualified	chart decreasing
1F4CA	emoji-fully-qualified	bar chart
1F4CB	emoji-fully-qualified	clipboard
1F4CC	emoji-fully-qualified	pushpin
1F4CD	emoji-fully-qualified	round pushpin
1F4CE	emoji-fully-qualified	paperclip
1F587+FE0F	emoji-fully-qualified	linked paperclips
1F587	emoji-unqualified	linked paperclips
1F4CF	emoji-fully-qualified	straight ruler
1F4D0	emoji-fully-qualified	triangular ruler
2702+FE0F	emoji-fully-qualified	scissors
2702	emoji-unqualified	scissors
1F5C3+FE0F	emoji-fully-qualified	card file box
1F5C3	emoji-unqualified	card file box
1F5C4+FE0F	emoji-fully-qualified	file cabinet
1F5C4	emoji-unqualified	file cabinet
1F5D1+FE0F	emoji-fully-qualified	wastebasket
1F5D1	emoji-unqualified	wastebasket
1F512	emoji-fully-qualified	locked
1F513	emoji-fully-qualified	unlocked
1F50F	emoji-fully-qualified	locked with pen
1F510	emoji-fully-qualified	locked with key
1F511	emoji-fully-qualified	key
1F5DD+FE0F	emoji-fully-qualified	old key
1F5DD	emoji-unqualified	old key
1F528	emoji-fully-qualified	hammer
1FA93	emoji-fully-qualified	axe
26CF+FE0F	emoji-fully-qualified	pick
26CF	emoji-unqualified	pick
2692+FE0F	emoji-fully-qualified	hammer and pick
2692	emoji-unqualified	hammer and pick
1F6E0+FE0F	emoji-fully-qualified	hammer and wrench
1F6E0	emoji-unqualified	hammer and wrench
1F5E1+FE0F	emoji-fully-qualified	dagger
1F5E1	emoji-unqualified	dagger
2694+FE0F	emoji-fully-qualified	crossed swords
2694	emoji-unqualified	crossed swords
1F4A3	emoji-fully-qualified	bomb
1FA83	emoji-fully-qualified	boomerang
1F3F9	emoji-fully-qualified	bow and arrow
1F6E1+FE0F	emoji-fully-qualified	shield
1F6E1	emoji-unqualified	shield
1FA9A	emoji-fully-qualified	carpentry saw
1F527	emoji-fully-qualified	wrench
1FA9B	emoji-fully-qualified	screwdriver
1F529	emoji-fully-qualified	nut and bolt
2699+FE0F	emoji-fully-qualified	gear
2699	emoji-unqualified	gear
1F5DC+FE0F	emoji-fully-qualified	clamp
1F5DC	emoji-unqualified	clamp
2696+FE0F	emoji-fully-qualified	balance scale
2696	emoji-unqualified	balance scale
1F9AF	emoji-fully-qualified	white cane
1F517	emoji-fully-qualified	link
26D3+FE0F+200D+1F4A5	emoji-fully-qualified	broken chain
26D3+200D+1F4A5	emoji-unqualified	broken chain
26D3+FE0F	emoji-fully-qualified	chains
26D3	emoji-unqualified	chains
1FA9D	emoji-fully-qualified	hook
1F9F0	emoji-fully-qualified	toolbox
1F9F2	emoji-fully-qualified	magnet
1FA9C	emoji-fully-qualified	ladder
1FA8F	emoji-fully-qualified	shovel
2697+FE0F	emoji-fully-qualified	alembic
2697	emoji-unqualified	alembic
1F9EA	emoji-fully-qualified	test tube
1F9EB	emoji-fully-qualified	petri dish
1F9EC	emoji-fully-qualified	dna
1F52C	emoji-fully-qualified	microscope
1F52D	emoji-fully-qualified	telescope
1F4E1	emoji-fully-qualified	satellite antenna
1F489	emoji-fully-qualified	syringe
1FA78	emoji-fully-qualified	drop of blood
1F48A	emoji-fully-qualified	pill
1FA79	emoji-fully-qualified	adhesive bandage
1FA7C	emoji-fully-qualified	crutch
1FA7A	emoji-fully-qualified	stethoscope
1FA7B	emoji-fully-qualified	x-ray
1F6AA	emoji-fully-qualified	door
1F6D7	emoji-fully-qualified	elevator
1FA9E	emoji-fully-qualified	mirror
1FA9F	emoji-fully-qualified	window
1F6CF+FE0F	emoji-fully-qualified	bed
1F6CF	emoji-unqualified	bed
1F6CB+FE0F	emoji-fully-qualified	couch and lamp
1F6CB	emoji-unqualified	couch and lamp
1FA91	emoji-fully-qualified	chair
1F6BD	emoji-fully-qualified	toilet
1FAA0	emoji-fully-qualified	plunger
1F6BF	emoji-fully-qualified	shower
1F6C1	emoji-fully-qualified	bathtub
1FAA4	emoji-fully-qualified	mouse trap
1FA92	emoji-fully-qualified	razor
1F9F4	emoji-fully-qualified	lotion bottle
1F9F7	emoji-fully-qualified	safety pin
1F9F9	emoji-fully-qualified	broom
1F9FA	emoji-fully-qualified	basket
1F9FB	emoji-fully-qualified	roll of paper
1FAA3	emoji-fully-qualified	bucket
1F9FC	emoji-fully-qualified	soap
1FAE7	emoji-fully-qualified	bubbles
1FAA5	emoji-fully-qualified	toothbrush
1F9FD	emoji-fully-qualified	sponge
1F9EF	emoji-fully-qualified	fire extinguisher
1F6D2	emoji-fully-qualified	shopping cart
1F6AC	emoji-fully-qualified	cigarette
26B0+FE0F	emoji-fully-qualified	coffin
26B0	emoji-unqualified	coffin
1FAA6	emoji-fully-qualified	headstone
26B1+FE0F	emoji-fully-qualified	funeral urn
26B1	emoji-unqualified	funeral urn
1F9FF	emoji-fully-qualified	nazar amulet
1FAAC	emoji-fully-qualified	hamsa
1F5FF	emoji-fully-qualified	moai
1FAA7	emoji-fully-qualified	placard
1FAAA	emoji-fully-qualified	identification card
1F3E7	emoji-fully-qualified	ATM sign
1F6AE	emoji-fully-qualified	litter in bin sign
1F6B0	emoji-fully-qualified	potable water
267F	emoji-fully-qualified	wheelchair symbol
1F6B9	emoji-fully-qualified	men’s room
1F6BA	emoji-fully-qualified	women’s room
1F6BB	emoji-fully-qualified	restroom
1F6BC	emoji-fully-qualified	baby symbol
1F6BE	emoji-fully-qualified	water closet
1F6C2	emoji-fully-qualified	passport control
1F6C3	emoji-fully-qualified	customs
1F6C4	emoji-fully-qualified	baggage claim
1F6C5	emoji-fully-qualified	left luggage
26A0+FE0F	emoji-fully-qualified	warning
26A0	emoji-unqualified	warning
1F6B8	emoji-fully-qualified	children crossing
26D4	emoji-fully-qualified	no entry
1F6AB	emoji-fully-qualified	prohibited
1F6B3	emoji-fully-qualified	no bicycles
1F6AD	emoji-fully-qualified	no smoking
1F6AF	emoji-fully-qualified	no littering
1F6B1	emoji-fully-qualified	non-potable water
1F6B7	emoji-fully-qualified	no pedestrians
1F4F5	emoji-fully-qualified	no mobile phones
1F51E	emoji-fully-qualified	no one under eighteen
2622+FE0F	emoji-fully-qualified	radioactive
2622	emoji-unqualified	radioactive
2623+FE0F	emoji-fully-qualified	biohazard
2623	emoji-unqualified	biohazard
2B06+FE0F	emoji-fully-qualified	up arrow
2B06	emoji-unqualified	up arrow
2197+FE0F	emoji-fully-qualified	up-right arrow
2197	emoji-unqualified	up-right arrow
27A1+FE0F	emoji-fully-qualified	right arrow
27A1	emoji-unqualified	right arrow
2198+FE0F	emoji-fully-qualified	down-right arrow
2198	emoji-unqualified	down-right arrow
2B07+FE0F	emoji-fully-qualified	down arrow
2B07	emoji-unqualified	down arrow
2199+FE0F	emoji-fully-qualified	down-left arrow
2199	emoji-unqualified	down-left arrow
2B05+FE0F	emoji-fully-qualified	left arrow
2B05	emoji-unqualified	left arrow
2196+FE0F	emoji-fully-qualified	up-left arrow
2196	emoji-unqualified	up-left arrow
2195+FE0F	emoji-fully-qualified	up-down arrow
2195	emoji-unqualified	up-down arrow
2194+FE0F	emoji-fully-qualified	left-right arrow
2194	emoji-unqualified	left-right arrow
21A9+FE0F	emoji-fully-qualified	right arrow curving left
21A9	emoji-unqualified	right arrow curving left
21AA+FE0F	emoji-fully-qualified	left arrow curving right
21AA	emoji-unqualified	left arrow curving right
2934+FE0F	emoji-fully-qualified	right arrow curving up
2934	emoji-unqualified	right arrow curving up
2935+FE0F	emoji-fully-qualified	right arrow curving down
2935	emoji-unqualified	right arrow curving down
1F503	emoji-fully-qualified	clockwise vertical arrows
1F504	emoji-fully-qualified	counterclockwise arrows button
1F519	emoji-fully-qualified	BACK arrow
1F51A	emoji-fully-qualified	END arrow
1F51B	emoji-fully-qualified	ON! arrow
1F51C	emoji-fully-qualified	SOON arrow
1F51D	emoji-fully-qualified	TOP arrow
1F6D0	emoji-fully-qualified	place of worship
269B+FE0F	emoji-fully-qualified	atom symbol
269B	emoji-unqualified	atom symbol
1F549+FE0F	emoji-fully-qualified	om
1F549	emoji-unqualified	om
2721+FE0F	emoji-fully-qualified	star of David
2721	emoji-unqualified	star of David
2638+FE0F	emoji-fully-qualified	wheel of dharma
2638	emoji-unqualified	wheel of dharma
262F+FE0F	emoji-fully-qualified	yin yang
262F	emoji-unqualified	yin yang
271D+FE0F	emoji-fully-qualified	latin cross
271D	emoji-unqualified	latin cross
2626+FE0F	emoji-fully-qualified	orthodox cross
2626	emoji-unqualified	orthodox cross
262A+FE0F	emoji-fully-qualified	star and crescent
262A	emoji-unqualified	star and crescent
262E+FE0F	emoji-fully-qualified	peace symbol
262E	emoji-unqualified	peace symbol
1F54E	emoji-fully-qualified	menorah
1F52F	emoji-fully-qualified	dotted six-pointed star
1FAAF	emoji-fully-qualified	khanda
2648	emoji-fully-qualified	Aries
2649	emoji-fully-qualified	Taurus
264A	emoji-fully-qualified	Gemini
264B	emoji-fully-qualified	Cancer
264C	emoji-fully-qualified	Leo
264D	emoji-fully-qualified	Virgo
264E	emoji-fully-qualified	Libra
264F	emoji-fully-qualified	Scorpio
2650	emoji-fully-qualified	Sagittarius
2651	emoji-fully-qualified	Capricorn
2652	emoji-fully-qualified	Aquarius
2653	emoji-fully-qualified	Pisces
26CE	emoji-fully-qualified	Ophiuchus
1F500	emoji-fully-qualified	shuffle tracks button
1F501	emoji-fully-qualified	repeat button
1F502	emoji-fully-qualified	repeat single button
25B6+FE0F	emoji-fully-qualified	play button
25B6	emoji-unqualified	play button
23E9	emoji-fully-qualified	fast-forward button
23ED+FE0F	emoji-fully-qualified	next track button
23ED	emoji-unqualified	next track button
23EF+FE0F	emoji-fully-qualified	play or pause button
23EF	emoji-unqualified	play or pause button
25C0+FE0F	emoji-fully-qualified	reverse button
25C0	emoji-unqualified	reverse button
23EA	emoji-fully-qualified	fast reverse button
23EE+FE0F	emoji-fully-qualified	last track button
23EE	emoji-unqualified	last track button
1F53C	emoji-fully-qualified	upwards button
23EB	emoji-fully-qualified	fast up button
1F53D	emoji-fully-qualified	downwards button
23EC	emoji-fully-qualified	fast down button
23F8+FE0F	emoji-fully-qualified	pause button
23F8	emoji-unqualified	pause button
23F9+FE0F	emoji-fully-qualified	stop button
23F9	emoji-unqualified	stop button
23FA+FE0F	emoji-fully-qualified	record button
23FA	emoji-unqualified	record button
23CF+FE0F	emoji-fully-qualified	eject button
23CF	emoji-unqualified	eject button
1F3A6	emoji-fully-qualified	cinema
1F505	emoji-fully-qualified	dim button
1F506	emoji-fully-qualified	bright button
1F4F6	emoji-fully-qualified	antenna bars
1F6DC	emoji-fully-qualified	wireless
1F4F3	emoji-fully-qualified	vibration mode
1F4F4	emoji-fully-qualified	mobile phone off
2640+FE0F	emoji-fully-qualified	female sign
2640	emoji-unqualified	female sign
2642+FE0F	emoji-fully-qualified	male sign
2642	emoji-unqualified	male sign
26A7+FE0F	emoji-fully-qualified	transgender symbol
26A7	emoji-unqualified	transgender symbol
2716+FE0F	emoji-fully-qualified	multiply
2716	emoji-unqualified	multiply
2795	emoji-fully-qualified	plus
2796	emoji-fully-qualified	minus
